P1,SS55,SS55
P2,NN51,NN51
P3,GJ57,GJ57
P5,YE23,YE23
P6,PR73,PR73
P1,YU75,YW75
P2,JT75,JT75
P3,RX84,RX04
P5,HZ86,HZ86
P6,EW64,EW64
P1,FM81,FM81
P2,BE85,BE85
P3,BZ91,BZ91
P5,GD52,GD52
P6,BT57,BT57
P1,FH38,FH38
P2,YU10,YU10
P3,LT41,LT41
P5,GI25,GI25
P6,YB51,YB51
P1,KF69,KF69
P2,BG87,BG07
P3,HR62,HR62
P5,FP82,FP82
P6,CK36,CK36
P1,TH27,TH27
P2,YP68,YP68
P3,EZ30,EZ38
P5,XE29,XE29
P6,YC83,YC83
P1,NC50,NC50
P2,EK97,EK97
P3,OC58,OC58
P5,MR93,MR93
P6,AZ38,AZ38
P1,CI92,CI92
P2,YE77,YE77
P3,DS22,DS22
P5,CC55,CC55
P6,JD29,JD29
P1,WN62,WN62
P2,PV69,PV69
P3,HK70,HK70
P5,UN95,UN95
P6,IJ11,IJ11
P1,HK22,HK22
P2,LW29,LW29
P3,RN52,RN52
P5,WT01,WT01
P6,YM91,YM91
P1,HP43,HP43
P2,XH81,AH01
P3,TK08,TK08
P5,YQ45,YQ45
P6,XY34,XY34
P1,YL59,YL59
P2,EW33,EW33
P3,XR28,XR28
P5,DG44,DG44
P6,KS60,KS60
P1,KQ43,KQ43
P2,KG99,KG99
P3,KS14,KS14
P5,OX27,OX27
P6,CI04,CI04
P1,SB61,SB61
P2,PQ83,PQ83
P3,CM79,CM79
P5,QY96,QY96
P6,AA85,AA05
P1,VG68,VG68
P2,EY85,EY05
P3,CV40,CV48
P5,GD92,GD92
P6,FP48,FP48
P1,HV79,HV79
P2,MV75,MV75
P3,CK96,CK96
P5,CT38,CT38
P6,CO89,CO09
P1,PB54,PB54
P2,YD47,YD47
P3,GC60,GC60
P5,EU15,EU15
P6,SB88,SB08
P1,DV77,DV77
P2,RS50,RS50
P3,EV84,EV04
P5,TC10,TC10
P6,UQ42,UQ42
P1,OG65,OG65
P2,UJ80,UJ00
P3,EN61,EN61
P5,ET96,ET96
P6,MR76,MR76
P1,EY88,EY08
P2,VK50,VK50
P3,IM88,IM88
P5,KK65,KK65
P6,QO78,QO78
P1,EI56,EI56
P2,TE68,TE60
P3,VR77,VR77
P5,OL85,OL85
P6,ZZ10,ZZ10
P1,RP78,RP78
P2,EU29,EU29
P3,UL51,UL51
P5,IF31,IF31
P6,QP25,QP25
P1,LJ90,LJ90
P2,UJ73,UJ73
P3,JK28,JK28
P5,ZB36,ZB36
P6,PR37,PR37
P1,MA93,MA93
P2,EK40,EK40
P3,NC58,KC58
P5,MV35,MV35
P6,TB60,TB60
P1,VJ80,VJ80
P2,ME45,ME45
P3,IM14,IM14
P5,BN79,TI74
P6,IW93,IW93
P1,XR65,XR65
P2,DM51,DM51
P3,CM14,CM14
P5,VW39,VW39
P6,US46,US46
P1,QZ75,QZ75
P2,UD86,UD86
P3,EP25,EP25
P5,ED52,ED52
P6,XO87,XO07
P1,KV02,KV02
P2,JE55,JE55
P3,PC99,PC99
P5,GB58,GB58
P6,BL43,BL43
P1,EG34,EG34
P2,YA09,YA09
P3,EK22,EK22
P5,SV68,CV48
P6,RN59,RN59
P1,XI86,ET55
P2,CV66,CV66
P3,CE75,CE75
P1,MN41,MN41
P2,NE76,KE76
P3,TP53,TP53
P5,FC90,FC98
P6,GB25,GB25
P1,ED13,ED13
P2,YZ46,YZ46
P3,HN71,HN71
P5,YK96,YK96
P6,ED20,ED20
P1,RD08,ND88
P2,QG18,QG18
P3,LD96,LD94
P5,EU69,EU69
P6,DS72,DS72
P1,NJ31,NJ31
P2,RZ26,RZ26
P3,LP77,LF77
P5,KF91,KF91
P6,UQ00,VO88
P1,GT75,GT75
P2,LR39,LR39
P3,ZY26,ZY26
P4,QV50,QV58
P5,GY66,GY66
P6,AQ57,AQ57
